CPU_Core_1_Usage_%,CPU_Core_2_Usage_%,CPU_Core_3_Usage_%,CPU_Core_4_Usage_%,CPU_Core_5_Usage_%,CPU_Core_6_Usage_%,CPU_Core_7_Usage_%,CPU_Core_8_Usage_%,CPU_Core_1_Freq_MHz,CPU_Core_2_Freq_MHz,CPU_Core_3_Freq_MHz,CPU_Core_4_Freq_MHz,CPU_Core_5_Freq_MHz,CPU_Core_6_Freq_MHz,CPU_Core_7_Freq_MHz,CPU_Core_8_Freq_MHz,GPU_Usage_%,GPU_Freq_MHz,GPU_mW,CPU_mW,SOC_mW,CV_mW,VDDRQ_mW,SYS5V_mW,Total_Power_mW,,
53,53,57,46,0,0,0,0,1804,1804,1804,1803,0,0,0,0,4,905,1088,2176,2176,1088,932,3250,10710,,
41,36,54,81,0,0,0,0,1804,1804,1804,1804,0,0,0,0,8,905,1088,2176,2020,1088,932,3250,10554,,
58,50,38,69,0,0,0,0,1806,1802,1804,1808,0,0,0,0,7,905,1088,2176,2176,1088,932,3250,10710,,
46,92,53,38,0,0,0,0,1804,1802,1802,1805,0,0,0,0,9,905,1088,2176,2176,1088,932,3250,10710,,
58,40,58,50,0,0,0,0,1804,1804,1803,1804,0,0,0,0,5,905,1088,2176,2176,1088,932,3250,10710,,
76,53,58,58,0,0,0,0,1804,1802,1804,1803,0,0,0,0,8,905,1088,2176,2020,1088,932,3250,10554,,
41,41,61,69,0,0,0,0,1805,1804,1804,1806,0,0,0,0,2,905,1088,2176,2176,1088,932,3250,10710,,
50,72,50,53,0,0,0,0,1804,1804,1804,1804,0,0,0,0,5,905,1088,2176,2176,1088,932,3250,10710,,
50,46,61,75,0,0,0,0,1801,1801,1802,1804,0,0,0,0,8,905,1088,2176,2020,1088,932,3250,10554,,
61,36,33,69,0,0,0,0,1804,1803,1803,1803,0,0,0,0,0,905,1088,2176,2176,1088,932,3250,10710,,
30,66,46,63,0,0,0,0,1803,1801,1801,1803,0,0,0,0,4,905,1088,2020,2176,1088,932,3250,10554,,
50,54,41,81,0,0,0,0,1804,1803,1804,1804,0,0,0,0,12,905,1088,2176,2020,1088,932,3250,10554,,
60,30,33,58,0,0,0,0,1804,1804,1803,1802,0,0,0,0,1,905,1088,2020,2020,1088,932,3250,10398,,
84,53,35,45,0,0,0,0,1804,1804,1804,1804,0,0,0,0,0,905,1088,2020,2176,1088,932,3250,10554,,
64,69,41,50,0,0,0,0,1804,1805,1803,1799,0,0,0,0,7,905,1088,2020,2020,1088,932,3250,10398,,
