Frame,Captura,Procesamiento,Tracking,Escritura,Cantidad Objetos,Tiempo Total(ms),Tiempo por Objeto tracking(ms),FPS,Preprocess,Inference,Postprocess
259,0,"0,020350",0,0,0,"0,000000",0,0,"2,662659","5,881310","5,831957"
260,0,"0,018408",0,0,0,"0,000000",0,0,"2,015829","5,783319","5,225897"
261,0,"0,020163",0,0,0,"0,000000",0,0,"2,172947","5,788803","5,319357"
262,0,"0,017874",0,0,0,"0,000000",0,0,"2,005816","5,877495","4,621029"
263,0,"0,017709",0,0,0,"0,000000",0,0,"2,264977","5,896568","4,944563"
264,0,"0,017825",0,0,0,"0,000000",0,0,"2,027750","5,792856","5,150795"
265,0,"0,020743",0,0,0,"0,000000",0,0,"2,001047","7,127762","4,943609"
266,0,"0,019175",0,0,0,"0,000000",0,0,"4,770994","6,161928","3,528833"
267,0,"0,025634",0,0,0,"0,000000",0,0,"2,041578","13,175726","4,639626"
268,0,"0,027030",0,0,0,"0,000000",0,0,"7,805824","8,276224","4,317284"
269,0,"0,024015",0,0,0,"0,000000",0,0,"5,364418","7,133007","5,720615"
270,0,"0,020362",0,0,0,"0,000000",0,0,"2,515793","6,370306","4,589796"
271,0,"0,026185",0,0,0,"0,000000",0,0,"2,794981","9,672880","6,150246"
272,0,"0,022171",0,0,0,"0,000000",0,0,"2,196074","6,522894","5,275249"
273,0,"0,026175",0,0,0,"0,000000",0,0,"2,472639","9,386301","7,009506"
274,0,"0,027226",0,0,0,"0,000000",0,0,"2,859354","7,261276","5,943298"
275,0,"0,024798",0,0,0,"0,000000",0,0,"2,274275","8,361578","6,229401"
276,0,"0,018479",0,0,0,"0,000000",0,0,"2,900124","6,084681","4,239798"
277,0,"0,018578",0,0,0,"0,000000",0,0,"2,196550","6,122589","5,354166"
278,0,"0,019629",0,0,0,"0,000000",0,0,"1,985550","6,568909","5,185366"
279,0,"0,019228",0,0,0,"0,000000",0,0,"1,954794","5,889416","3,907681"
280,0,"0,022839",0,0,0,"0,000000",0,0,"4,216671","5,813122","5,462408"
281,0,"0,018837",0,0,0,"0,000000",0,0,"2,070427","5,958319","4,947662"
282,0,"0,020661",0,0,0,"0,000000",0,0,"2,506256","5,871058","7,216692"
283,0,"0,022208",0,0,0,"0,000000",0,0,"2,243280","8,189678","5,167961"
284,0,"0,023372",0,0,0,"0,000000",0,0,"2,637863","8,998156","4,842997"
285,0,"0,024983",0,0,0,"0,000000",0,0,"3,541231","7,738829","6,850719"
286,0,"0,023460",0,0,0,"0,000000",0,0,"3,644228","7,345438","5,545139"
287,0,"0,028116",0,0,0,"0,000000",0,0,"3,421783","8,093834","6,534100"
288,0,"0,028199",0,0,0,"0,000000",0,0,"6,831884","7,106304","4,540205"
289,0,"0,019440",0,0,0,"0,000000",0,0,"2,173901","7,383108","4,240274"
290,0,"0,023053",0,0,0,"0,000000",0,0,"2,478361","8,605719","5,040646"
291,0,"0,020925",0,0,0,"0,000000",0,0,"4,620075","6,221294","4,009485"
292,0,"0,016585",0,0,0,"0,000000",0,0,"2,052307","5,805492","4,288435"
293,0,"0,016966",0,0,0,"0,000000",0,0,"3,022671","5,747557","3,769875"
294,0,"0,017179",0,0,0,"0,000000",0,0,"2,128363","5,829811","4,431725"
295,0,"0,017794",0,0,0,"0,000000",0,0,"1,950741","5,774736","4,768372"
296,0,"0,019032",0,0,0,"0,000000",0,0,"2,564430","7,417440","3,810883"
297,0,"0,018394",0,0,0,"0,000000",0,0,"2,060652","5,807638","5,467653"
298,0,"0,017618",0,0,0,"0,000000",0,0,"2,865076","5,881071","3,958702"
299,0,"0,017155",0,0,0,"0,000000",0,0,"2,241135","5,730629","4,240990"
300,0,"0,018068",0,0,0,"0,000000",0,0,"2,039433","6,816149","3,689528"
301,0,"0,017489",0,0,0,"0,000000",0,0,"2,080441","5,780220","4,958868"
302,0,"0,017340",0,0,0,"0,000000",0,0,"2,471447","5,796671","4,721403"
303,0,"0,016014",0,0,0,"0,000000",0,0,"1,907825","5,759239","3,984213"
304,0,"0,021537",0,0,0,"0,000000",0,0,"2,176762","7,139206","4,652262"
305,0,"0,025328",0,0,0,"0,000000",0,0,"4,941702","8,533001","3,849506"
306,0,"0,023607",0,0,0,"0,000000",0,0,"3,158569","10,124683","5,186319"
307,0,"0,021655",0,0,0,"0,000000",0,0,"3,053188","7,443666","4,031897"
308,0,"0,022631",0,0,0,"0,000000",0,0,"2,516747","7,575750","6,043434"
309,0,"0,020071",0,0,0,"0,000000",0,0,"2,372503","6,184578","5,157471"
310,0,"0,017428",0,0,0,"0,000000",0,0,"2,097845","5,818129","4,410982"
311,0,"0,016609",0,0,0,"0,000000",0,0,"2,278090","5,842924","3,753901"
312,0,"0,016242",0,0,0,"0,000000",0,0,"1,867294","5,872250","4,122734"
313,0,"0,018683",0,0,0,"0,000000",0,0,"2,622843","5,865335","4,021168"
314,0,"0,022069",0,0,0,"0,000000",0,0,"3,191233","6,679296","4,392147"
